陕西 , 359889830 , 镀谇诳卫 , 2024-07-28 01:46:04 , 1 , 0 , 女娲😡😡😡😡😡
重庆 , 159892899 , Dyson , 2024-07-28 01:46:16 , 1 , 0 , 无敌了
浙江 , 311324871 , 胡桃我命中注定的老婆 , 2024-07-28 01:46:15 , 1 , 0 , 转人工
福建 , 245870900 , 咕噜林波 , 2024-07-28 01:46:13 , 0 , 0 , 希望不是雷声大雨点小_(萨姆 出击)_(萨姆 出击)_(萨姆 出击)
山东 , 274529285 , 小侄子同学 , 2024-07-28 01:46:08 , 0 , 0 , 管社区环境的干什么吃的吃白饭？
陕西 , 282756081 , 银色季节 , 2024-07-28 01:50:42 , 4 , 0 , 期望能拿出实质性证据，毕竟空口无凭难以让人信服！
河南 , 289577561 , 原皮筋 , 2024-07-28 01:50:25 , 8 , 0 , 流水会告诉我们真相，如果不向玩家们发出声明和给出实质性的解决办法，那做这些对我们玩游戏的没有一点影响
甘肃 , 280021351 , 莨玖鹤祈 , 2024-07-28 01:50:24 , 5 , 0 , 阿帽哥哥是好人😇
海南 , 401225508 , 沐曦Li , 2024-07-28 01:50:20 , 0 , 0 , 无条件支持米哈游的一切决定🤓
上海 , 349890849 , Bots丶Killer , 2024-07-28 01:50:19 , 0 , 0 , 社区真得好好维护
广西 , 247584698 , 牢玩家真的我哭死 , 2024-07-28 01:50:06 , 9 , 1 , 很难不支持，让散包再次伟大，想要创造一个只有散包的世界_(流浪者-开小差)
浙江 , 78061307 , 量窘噬匮话nf85 , 2024-07-28 01:49:49 , 5 , 0 , 封都可以封😁
江苏 , 291487949 , 此菌已弃疗 , 2024-07-28 01:49:47 , 4 , 0 , 建议线下打击，这么大规模的千日用户集体出动，有可能是被盗用账号的。
浙江 , 73763254 , WD. Gaster , 2024-07-28 01:49:18 , 0 , 0 , 我不好说
浙江 , 73772002 , 雷殇之心 , 2024-07-28 01:49:09 , 0 , 0 , 支持😁
重庆 , 187987726 , 1十七日尾灯 , 2024-07-28 01:49:04 , 0 , 0 , 66666
山东 , 294845009 , Die善人 , 2024-07-28 01:48:55 , 12 , 0 , 搞笑的，抽象的，无济于事的
重庆 , 337285603 , MinuxGOD , 2024-07-28 01:48:54 , 10 , 2 , 能否通过后台查到的情况作为有人恶意搞乱社区舆论的证据，然后报警举报有人组织规模性的网络攻击和非正当竞争的行为？如果能查到确实有其他厂商参与这种行为，能否予以公开挂上热搜处刑？已经不要脸到这份上了，能不能直接撕破脸？别再这么怂下去了？
河南 , 292891136 , 陈留人 , 2024-07-28 01:48:45 , 1 , 0 , 支持米哈游的一切决定！
浙江 , 116586475 , 羽翼、 , 2024-07-28 01:48:15 , 15 , 0 , 就4800个账号是机器人，剩下都是真人了？_(拉尼_蹲笑)
广东 , 281570945 , 殷俊次元 , 2024-07-28 01:47:53 , 0 , 0 , 我还是等吃瓜
浙江 , 318098861 , outside1 , 2024-07-28 01:47:53 , 0 , 0 , 我爱中国🇨🇳
福建 , 271672262 , Alster9 , 2024-07-28 01:47:47 , 0 , 0 , 。。。。。
江苏 , 295399650 , 不会干事的神 , 2024-07-28 01:47:40 , 0 , 0 , 6
江西 , 177215021 , 姜氏之子 , 2024-07-27 20:43:24 , 19 , 11 , 好好好！
云南 , 334566899 , 宵宫姐姐倒拔垂杨柳 , 2024-07-27 20:43:19 , 280 , 35 , 该管管了，社区乌烟瘴气的_(米仔_休息)
广东 , 298609619 , 我是最强普信男 , 2024-07-27 23:48:41 , 17 , 4 , 600天的小萌新就不要叫了
贵州 , 76390027 , 镜界1 , 2024-07-28 01:51:46 , 5 , 0 , 要我开服老登来是吗？
上海 , 81381367 , 煌大猫 , 2024-07-28 02:01:54 , 4 , 0 , 该管管了，社区乌烟瘴气的
河南 , 287937887 , LeapRay , 2024-07-27 20:42:05 , 30 , 9 , 好好好
福建 , 390179897 , 阿冬冬冬锵 , 2024-07-27 20:41:40 , 38 , 9 , 干的漂亮_(米游姬-吃瓜)
四川 , 106119013 , yukimachi , 2024-07-27 20:41:03 , 244 , 117 , 你可终于干活了
河南 , 411547164 , 13社管 , 2024-07-27 23:19:13 , 133 , 20 , 未定玩家，男五星
四川 , 320100031 , yl余生ly , 2024-07-28 00:00:37 , 10 , 6 , 点了
江苏 , 273576732 , 墨慕sama , 2024-07-28 00:19:43 , 13 , 1 , 这不就来了
湖北 , 160382329 , 鸽白鲤 , 2024-07-27 20:40:33 , 6 , 8 , 漂亮
江苏 , 159878263 , 漉雪lumine , 2024-07-27 20:40:23 , 77 , 17 , 干的好！
河南 , 192730091 , 夜访女儿国 , 2024-07-27 20:39:45 , 263 , 51 , 你喜欢原神是你的事，我攻击它是我的事，如果我的行为让你觉得被冒犯，那你也可以攻击我喜欢的游戏：原神☝️🤓 老师我们可以复活瓦谢吗他也只是让他们重新变成纯水精灵，又没有杀死他们他可是为了自己的爱人知道吗？为了自己的爱人而努力，难道不是一种高尚纯洁天真的品质吗？我们瓦谢也应该去希穆兰卡拯救世界 速速复活瓦谢加入卡池 只要把记忆删掉，就是心地善良🤓👆 只要把差评删掉，新活动就是好评如潮🤓👆 只要把老玩家删掉，社区就是一片和谐🤓👆 阿如村里，一名贫穷的孩子在摇曳的烛光下阅读着书籍，希望有朝一日通过自己的努力进入教令院学习摆脱窘境，他从来不会想到，在他朝思暮想的神圣的教令院里，有一名罪犯正在逍遥快活🤓🤣👍 唉🤓👆这时有人要问了 为什么万叶会漂泊🤔 为什么神里家会没落🤔 为什么雷电五传会失传🤔 为什么须弥人差点沉浸在梦中醒不过来 为什么妮露自个差点被别人利用似掉🤔 你说呢，高洁而又善良的☔🧊 🤓👆这时有人又要问了 为什么女士会黑化🤔 为什么狼王只剩残魂🤔 为什么四风守护只剩西风了🤔 你说呢，杜林🤔 你以为换上另一副面貌，改成另一个身份，往日的罪孽就能一笔勾销了？——星核猎手 刃 想要了解赛诺·其三 比起&#39;为什么做&#39;，我更看重&#39;做了什么&#39;。因为这个世界上有成千上万种理由，有时你听到那些理由，会觉得做了错事的人情有可原，甚至觉得旁人对他们太过苛责。劣势方总是容易引起别人的同情，但审判者却要摒弃这种情绪。情有可原，但罪无可赦。 2333333
福建 , 400451374 , 黎夕吖 , 2024-07-27 22:51:00 , 0 , 0 , 到你打宿傩了兄弟
河北 , 196854181 , 十万摩拉真君 , 2024-07-27 22:53:19 , 1 , 0 , 日活1000的老东西_(开拓者 吃瓜ing)
安徽 , 344977884 , 是什么啊我是什么 , 2024-07-28 02:00:58 , 0 , 0 , 一个人就贡献了38条评论_(哲-让我想想)
内蒙古 , 99323809 , 扎加拉 , 2024-07-27 20:39:43 , 284 , 133 , 好好好，最支持官方的一集_(王下一桶 注意)
河北 , 355510377 , 呓语Szw , 2024-07-28 11:15:47 , 40 , 2 , 转人工
江苏 , 134263202 , 小玉珠 , 2024-07-28 11:31:29 , 25 , 4 , 转人工
内蒙古 , 99323809 , 扎加拉 , 2024-07-28 12:12:22 , 8 , 1 , 转 🐴
湖南 , 194730848 , bkllhvb , 2024-07-27 20:38:06 , 120 , 27 , 真好官方发公告认证我是机器人了_(米游姬 感谢)
河北 , 82644010 , 浠陌 , 2024-07-27 20:36:38 , 156 , 34 , 我是机器人 建议封我
江苏 , 357658824 , 方隐巯 , 2024-07-27 20:53:08 , 17 , 11 , 散兵夫人👅🤚🏻别在暗恋💗💗散兵了好吗？🤩🤩🤩宝宝，你是一个一个水灵灵的被米曡👨🏻灌注泡芙小蛋糕🍰，让散兵狠狠地爱你好吗😉，他会爱你的💋💋💋💋他不会禁止你断章取义🤔 串子是一种什么样的生物呢？ 😱是阴沟里的老鼠😰是垃圾堆里的臭虫🤜是世间最低级下🗡️的物种 🥹答应我，好好做人，不要当串子好吗 😲啊？什么？ 😭原来生来就不是人是➗生啊，好吧，尊重祝福 💪下辈子要当人哦，let&#39;s原地投胎
四川 , 329092806 , Maqiu , 2024-07-27 22:34:20 , 3 , 0 , 赖床鬼，看你这么高兴，我也为你感到开心。
广西 , 390245872 , 天理夜夜笙歌 , 2024-07-28 12:28:50 , 0 , 0 , 任何人都不能定义你是谁🤓我不被定义好吧🤓你怎么可以说我是水军🤓
湖北 , 335573459 , 摆烂个啥啊 , 2024-07-27 20:36:35 , 1323 , 84 , 说实话我认为这次节奏恶劣程度已经远远超过了可以无理由封号的程度，因为已经严重影响到了不想参与这次节奏的人和本该与节奏无关的角色。
云南 , 344041778 , 爱如是说 , 2024-07-27 20:59:30 , 153 , 7 , 本来有些人就是借着这个名号攻击原神玩家_(花火 礼物)
湖北 , 288601344 , 榛子巧克力棒不加糖 , 2024-07-27 21:52:28 , 113 , 3 , 其实就是恶心正常玩家的，很多都是冲角色冲二创
北京 , 73809419 , MuMu丶丶 , 2024-07-27 22:37:10 , 37 , 3 , 我们根本就不想攻击原神玩家 我们自己也是 他们哪怕不改剧情 来回应一下 我都不至于这么生气
辽宁 , 366003436 , 小杰杰让我疼疼你 , 2024-07-27 20:36:15 , 194 , 27 , 总算能治治到处刷到🤖了
江苏 , 320381730 , 邀花月为客 , 2024-07-28 12:21:55 , 1 , 0 , 回复 蕪n : 你喜欢攻击原神是你的事，我攻击你是我的事，如果我的行为让你觉得被冒犯，那你也可以攻击我喜欢攻击的人:你🤓☝️️
广西 , 390245872 , 天理夜夜笙歌 , 2024-07-28 12:28:29 , 3 , 0 , 任何人都不能定义你是谁🤓我不被定义好吧🤓你怎么可以说我是水军🤓
江苏 , 195928806 , 大C云游 , 2024-07-27 20:36:04 , 18 , 6 , 再给点力，现在力度还不够
辽宁 , 327737531 , 抽卡必歪直菌 , 2024-07-28 13:14:18 , 0 , 0 , 你好，原神uid232157995号机器人🤖为您服务，请问有什么可以帮到您?
湖北 , 245975008 , 愚人苏 , 2024-07-27 20:35:45 , 1800 , 163 , 你们应该好好升级一下防护了，这回后院都直接着火了_(妮可_生气)
湖北 , 304621811 , 水冰吖 , 2024-07-27 22:32:20 , 2 , 0 , 什么事啊？我只知道他们说但是不知道说的啥_(阿姬倒地)
浙江 , 329036862 , 飘渺浮尘 , 2024-07-27 22:33:01 , 16 , 2 , 确实，只要是新发的，全都炸了
河北 , 190204043 , FoYeah , 2024-07-27 22:34:02 , 16 , 3 , 强烈建议米哈游官方加强社区管理！
广东 , 352533641 , 未完时 , 2024-07-27 20:35:42 , 73 , 14 , 我也是机器人 🤖️
广东 , 159938966 , 祖安水稻公主 , 2024-07-27 20:35:38 , 26 , 14 , 终于
广东 , 290319065 , 神谕光辉 , 2024-07-27 20:35:24 , 1986 , 149 , 100个单设备上百账号，这都1w个号了，我说氵社突然这么多人<img src="https://upload-bbs.miyoushe.com/upload/2024/07/27/290319065/20b0f1735245fc7ed3acb141bc335f5c_8533264701754393131.gif">
广西 , 383331763 , gakkkkkki , 2024-07-27 22:32:21 , 254 , 19 , 你好，原神uid504450332号机器人🤖为您服务，请问有什么可以帮到您?
广东 , 290716621 , 七濑悠月 , 2024-07-27 22:34:05 , 306 , 19 , 12天纯度极高
江苏 , 302270800 , 万能的口袋 , 2024-07-27 22:35:18 , 37 , 5 , 大部分发私信都不回我小部分才是发表自己的不满
江苏 , 323469329 , 莫得感情的橘子杀手 , 2024-07-27 20:35:17 , 7 , 4 , 666
湖北 , 274416304 , 无䄙 , 2024-07-28 01:52:49 , 18 , 0 , 无条件支持米哈游的一切决议，建议把那些刷屏的人的游戏账号给封了让他们知道带节奏的下场😡
辽宁 , 298258966 , 冷静冷静冷静冷静冷静 , 2024-07-28 01:52:46 , 8 , 1 , 我成人机了？
河南 , 239389130 , 和曦love , 2024-07-28 01:52:33 , 8 , 0 , 忠诚！主体！
湖南 , 279148829 , 啥时候好几十 , 2024-07-28 01:52:21 , 1 , 0 , 花了很多钱，但是还是可以的，因为司机服务不错，非常准时。👍👍👍
北京 , 305610643 , DestinedDeath , 2024-07-28 01:52:19 , 1 , 0 , 我还能说话吗😭
上海 , 325823067 , 余光星 , 2024-07-28 01:52:13 , 4 , 0 , 支持
北京 , 305610643 , DestinedDeath , 2024-07-28 01:52:02 , 0 , 0 , 我还是说话吗😭
广东 , 162768456 , 小Kiwa , 2024-07-28 01:51:59 , 0 , 0 , 绷不住了
陕西 , 213950478 , 又甘又刻lhn , 2024-07-28 01:51:55 , 12 , 1 , 无条件支持这个决定！ 机器人，任何时候都要围剿！不围剿不行！_(托帕&amp;账账 注意) 我都服了，现在的科技实在是太强了。 要么提前好几年潜伏在米游社 要么使用科技刷游戏天数，把自己弄到1000天这样就以为我们看不出它是机器人。 我特地观察过了，真人是原、铁、绝都有玩，且游戏天数都不会太低，而机器人只有单独一个原是1000天的，各位可以分辨出来的。
广东 , 363793665 , 如云白鹭 , 2024-07-28 01:51:55 , 14 , 0 , 支持官方！早看那些老登不顺眼了，通通封禁，大力支持！！这次的夏活做的那么好，真的像童话一样，在地图逛逛很开心，音乐也很好听，虽然做得好的也就只是地图了，支持！
中国澳门 , 351514854 , 忘言忘言 , 2024-07-28 01:51:51 , 1 , 0 , 该骂骂，你该改的也要改，加强主角！
广西 , 304322989 , 鱼固 , 2024-07-28 01:51:51 , 1 , 0 , 不支持😂😂😂
贵州 , 19103055 , orasKRgtHw , 2024-07-28 01:51:49 , 1 , 0 , 人才
广东 , 279859172 , 原爱神噢 , 2024-07-28 01:51:47 , 3 , 0 , 呵呵
广东 , 336087055 , 海刄 , 2024-07-28 01:51:47 , 1 , 0 , 难说
北京 , 328626612 , L夜雨微凉 , 2024-07-28 01:51:46 , 1 , 0 , 无条件支持原神！
河南 , 308289709 , 米帝龙骑士吃枇杷 , 2024-07-28 01:51:45 , 3 , 0 , 太支持了🤓
湖南 , 322993609 , 蜃境橓 , 2024-07-28 01:51:28 , 7 , 0 , 我是机器人🤖
山东 , 73714516 , 千纮 , 2024-07-28 01:51:15 , 0 , 0 , _(阿姬得意)
河南 , 239387849 , 小艾咪吥会输 , 2024-07-28 01:50:46 , 3 , 0 , 全是1级2级的绿牌，好耶！
江西 , 274181645 , 青羽小洛 , 2024-07-28 01:56:39 , 0 , 0 , _(妮可 哈哈)
河北 , 265225751 , 慕笙羽风 , 2024-07-28 01:56:37 , 0 , 0 , 支持支持，对这些恶意刷屏的人一定要严惩_(萨姆 出击)_(萨姆 出击)_(萨姆 出击)
福建 , 288183388 , 白一月 , 2024-07-28 01:56:31 , 0 , 0 , _(景元 微笑)
上海 , 77076699 , 沐此光景 , 2024-07-28 01:56:10 , 3 , 0 , 好🤓👆支持
山西 , 293073672 , 清欢zxc , 2024-07-28 01:56:05 , 0 , 0 , 支持
福建 , 325202286 , 落月花开 , 2024-07-28 01:55:05 , 2 , 0 , 忠诚
广东 , 319900949 , 我的萝莉能暴走 , 2024-07-28 01:54:42 , 5 , 0 , 我是水电将军
河北 , 258641246 , AAA猎头小韩 , 2024-07-28 01:54:38 , 1 , 0 , 嘎嘎机械嘎嘎
陕西 , 169372194 , 丿LoVe丶瑶丨 , 2024-07-28 01:54:27 , 10 , 0 , 支持mhy的一切决定☝️🤓能不能在别的平台也发一下，我再支持一遍🤣🫵🏻🤡
四川 , 294364265 , 2994322996 , 2024-07-28 01:54:20 , 0 , 0 , 尊嘟假嘟
安徽 , 276945971 , 旅行者没了 , 2024-07-28 01:54:13 , 6 , 0 , 老米你要知道水能载舟，亦能覆舟
广东 , 7714735 , TachikomaT , 2024-07-28 01:54:13 , 0 , 0 , ？
广西 , 276197368 , 回首已是戏中人 , 2024-07-28 01:54:13 , 10 , 0 , 希望官方也查查内部，是不是进了小日子间谍
湖南 , 279148829 , 啥时候好几十 , 2024-07-28 01:54:10 , 3 , 0 , 跑了这么久，才发现打开软件跑才能赚钱啊，就当是减肥了，听说有人在这上面赚了好的钱，还是不错的❤️❤️❤️😚
上海 , 278881752 , 井伊遥奈 , 2024-07-28 01:54:02 , 0 , 0 , 什么玩意
福建 , 178900981 , 粒粒团子 , 2024-07-28 01:53:38 , 1 , 0 , 赶紧管吧，自家平台都被别人渗透了_(三月七 无语)
广东 , 183364012 , 封涛 , 2024-07-28 01:53:20 , 0 , 0 , 做的不错
吉林 , 273152026 , 颚骨3G , 2024-07-28 01:53:11 , 0 , 0 , emmmm
贵州 , 33558174 , 谭月落花 , 2024-07-28 01:53:08 , 0 , 0 , 完事之后呢_(拉尼_蹲笑)
江苏 , 7814721 , madSant , 2024-07-28 01:52:58 , 0 , 0 , **_(外卖员邦布-出发)
吉林 , 313406840 , 封灵日晚 , 2024-07-28 01:59:18 , 1 , 0 , 听说好像还在租老号刷，还有的魔怔代肝拿老板的号去刷
河北 , 298357123 , 瑾小小榆 , 2024-07-28 01:58:52 , 2 , 0 , _(托帕 眺望)你是官方吗？
四川 , 9538576 , 梦若枫 , 2024-07-28 01:58:45 , 11 , 0 , 支持封禁违规人员账号，特别是千日登陆的水军，感谢管理员的辛勤付出，最后祝贵游蒸蒸日上，黑粉皆退游_(流萤 也挺好)
河南 , 288445760 , 单推的菲谢尔 , 2024-07-28 01:58:30 , 0 , 0 , 支持
广东 , 5112703 , 谷淡白 , 2024-07-28 01:58:29 , 2 , 0 , 支持！！
江苏 , 387278638 , 你哈好好 , 2024-07-28 01:58:15 , 3 , 0 , 13564117218
江苏 , 387278638 , 你哈好好 , 2024-07-28 01:58:29 , 0 , 0 , 密码zxl155837415，大家帮帮我
湖南 , 187311986 , 满星皆予你 , 2024-07-28 01:58:14 , 2 , 0 , 哟西
广东 , 74764487 , 风ヾ殇 , 2024-07-28 01:58:07 , 2 , 0 , 慕名而来
河南 , 269857250 , 风中爱笑的你 , 2024-07-28 01:57:59 , 4 , 0 , _(开拓者 吃瓜ing)
河北 , 253731861 , Aelbumn , 2024-07-28 01:57:55 , 3 , 0 , 好🤓👆支持
江苏 , 387278638 , 你哈好好 , 2024-07-28 01:57:49 , 22 , 0 , 本来都刷不动了，突然有活力了，这下不得不刷了
德国 , 193140781 , 朱诺zieft , 2024-07-28 01:57:49 , 7 , 0 , 为什么要锁正常玩家的帖子呢？
山东 , 302781529 , 不玩星穹铁道的开拓者 , 2024-07-28 01:57:28 , 1 , 0 , 点赞支持哦！_(米游君—认真工作)_(米游姬-点赞)_(米游姬 感谢)
湖北 , 158869687 , 小菜鸟丫 , 2024-07-28 01:57:09 , 17 , 0 , 是呀是呀，玩了这么久就已经变成ai，蛮不错的
北京 , 291559349 , 真紀真 , 2024-07-28 01:57:05 , 30 , 0 , 支持封禁违规人员账号，特别是千日登陆的水军，感谢管理员的辛勤付出，最后祝贵游蒸蒸日上，黑粉皆退游
河南 , 291267535 , 牛场工头 , 2024-07-28 01:57:05 , 10 , 0 , 你无敌了
重庆 , 277606769 , 也曾喜欢猫 , 2024-07-28 01:57:01 , 7 , 0 , 真是笑死我了
山东 , 296243668 , 漠古 , 2024-07-28 01:56:51 , 2 , 1 , 如今不愧是神金与机械版本，但也是秋后的蚂蚱蹦不了几天了，克里珀的重锤即将来临（社区规范法的出台），89月的社区将会是一股清流
湖北 , 183745005 , xiappp , 2024-07-28 01:56:51 , 16 , 0 , 你就装死装一辈子吧🤣
广东 , 296399757 , 米哈游awwbwg , 2024-07-28 01:56:46 , 3 , 0 , 求封
湖南 , 359099702 , 不做魏晋 , 2024-07-28 02:02:34 , 2 , 1 , 我爱中国
陕西 , 418169807 , 小号继续冲 , 2024-07-28 02:02:32 , 2 , 0 , 我就不信你看不到
河南 , 278444400 , 夙霜 , 2024-07-28 02:02:27 , 10 , 0 , 支持封禁违规人员账号，特别是千日登陆的水军，感谢管理员的辛勤付出，最后祝贵游蒸蒸日上，黑粉皆退游
山西 , 387488528 , 艾利亚YMQS , 2024-07-28 02:02:26 , 1 , 0 , 早就该这样做了，为什么要忍到现在？
广东 , 5112703 , 谷淡白 , 2024-07-28 02:02:16 , 1 , 0 , 永远支持你们一切决策_(米游兔-加油)
山东 , 281570291 , 奶酪巴巴 , 2024-07-28 02:02:04 , 3 , 0 , 给娜艺娜道歉。
山东 , 51856943 , 萌萌哒猫小乐 , 2024-07-28 02:02:02 , 0 , 0 , 无条件支持米哈游的一切决议。
四川 , 288634619 , 账账怅胀胀 , 2024-07-28 02:02:01 , 5 , 1 , 官方可以后台拉数据，啥都知道，但就现在这情况，都不需要，你就去随便看几眼都能发现，就是那重复的几百号人疯狂刷帖刷评论😅
湖北 , 303823160 , 三游戏连着非啊mhy , 2024-07-28 02:01:47 , 2 , 0 , 忠诚😂😂😂
福建 , 359362983 , 主角在此 , 2024-07-28 02:01:40 , 2 , 0 , 是该管管了🤓👆
浙江 , 285353834 , 俩芝士夹面包 , 2024-07-28 02:01:17 , 0 , 0 , 哈哈
安徽 , 342123467 , fw在线睡觉 , 2024-07-28 02:00:21 , 19 , 0 , 大家都知道我要说什么，但是我不说☝️🤓 我不说都知道要说什么，等于我说了🤣🤣_(米游姬 期待)
河南 , 269857250 , 风中爱笑的你 , 2024-07-28 02:00:09 , 2 , 0 , 怎么不在游戏公告处发布通知_(开拓者 吃瓜ing)
福建 , 299702704 , 天才美少女一叶 , 2024-07-28 02:00:02 , 2 , 0 , 好🤓👆支持，支持米哈游做的一切决定😋
江西 , 273978901 , 绷带先生 , 2024-07-28 01:59:56 , 1 , 0 , 支持，反正我真的无语了。看的我心情也不太好，就该封掉他们的号。
新疆 , 326718944 , 一个时光人 , 2024-07-28 01:59:54 , 2 , 0 , 逆天官方
重庆 , 285800832 , 不取了懒 , 2024-07-28 01:59:42 , 0 , 0 , 。
广东 , 233604352 , 鸢鸢鸢歌 , 2024-07-28 01:59:28 , 1 , 0 , 全面支持
河南 , 303298805 , syg247 , 2024-07-28 01:59:23 , 1 , 0 , 转人工
河南 , 288722822 , 嘿哈咻咻咻 , 2024-07-28 01:59:20 , 20 , 0 , 是的，我们玩家对这次剧情都是十分满意的
江西 , 184565684 , 累宝 , 2024-07-28 02:05:29 , 0 , 0 , 我最热爱的评论呢_(阿姬倒地)
云南 , 172128293 , 北道槐 , 2024-07-28 02:04:52 , 30 , 0 , 支持，特别是那些一千多天的老登，肯定是水军，我相信官方的判断
福建 , 275573011 , 绘制而成的思念 , 2024-07-28 02:04:45 , 0 , 0 , _(心情复杂)
浙江 , 277600892 , 子夜zero , 2024-07-28 02:04:36 , 4 , 0 , 我是水军，快封我_(妮可 哈哈)
四川 , 284070681 , 烟尘与薄荷 , 2024-07-28 02:04:35 , 1 , 0 , 支持！
江苏 , 185701987 , 俄罗斯红玫瑰 , 2024-07-28 02:04:34 , 0 , 0 , 666666
上海 , 295211381 , 一城boy , 2024-07-28 02:04:19 , 39 , 0 , 63万条评价都是机器人说的，是吗？？？里面是没有真人了吗？？？哪怕只有1/10是人，也是很惊人的数量。那为什么不回应玩家诉求。你要是能正面回应的话，玩家根本不会刷屏。很多玩家不断的发，是因为他们只能用这样的方式提出诉求，你们却还是只会这样装死。到头来没有人再对游戏剧情有情绪波动，就是你们想看见的吗？？？
